price_reduction_pct,additional_non_diabetes_qaly_multiplier,total_incremental_qaly,modeled_incremental_qaly,incremental_cost,nmb_50000,nmb_150000,cost_effective_at_50000,cost_effective_at_150000
5,3.6,0.2082022875683556,0.045261366862686,9415.98900786056,994.1253705572199,21814.35412739278,1,1
5,3.7,0.2127284242546242,0.045261366862686,9415.98900786056,1220.4322048706508,22493.27463033307,1,1
5,3.8,0.21725456094089282,0.045261366862686,9415.98900786056,1446.73903918408,23172.195133273362,1,1
5,3.9,0.22178069762716143,0.045261366862686,9415.98900786056,1673.045873497511,23851.115636213653,1,1
5,4.0,0.22630683431343002,0.045261366862686,9415.98900786056,1899.35270781094,24530.03613915394,1,1
10,0.0,0.045261366862686,0.045261366862686,8916.773377987342,-6653.705034853041,-2127.568348584441,0,0
10,0.1,0.04978750354895461,0.045261366862686,8916.773377987342,-6427.398200539611,-1448.64784564415,0,0
10,0.2,0.054313640235223205,0.045261366862686,8916.773377987342,-6201.091366226181,-769.7273427038608,0,0
10,0.3,0.0588397769214918,0.045261366862686,8916.773377987342,-5974.784531912752,-90.80683976357068,0,0
10,0.4,0.06336591360776041,0.045261366862686,8916.773377987342,-5748.477697599321,588.1136631767204,0,1
10,0.5,0.067892050294029,0.045261366862686,8916.773377987342,-5522.170863285892,1267.0341661170096,0,1
10,0.6,0.0724181869802976,0.045261366862686,8916.773377987342,-5295.864028972461,1945.9546690572988,0,1
10,0.7,0.0769443236665662,0.045261366862686,8916.773377987342,-5069.557194659032,2624.875171997588,0,1
10,0.8,0.08147046035283481,0.045261366862686,8916.773377987342,-4843.250360345601,3303.795674937881,0,1
10,0.9,0.08599659703910341,0.045261366862686,8916.773377987342,-4616.943526032171,3982.71617787817,0,1
10,1.0,0.090522733725372,0.045261366862686,8916.773377987342,-4390.6366917187415,4661.636680818459,0,1
10,1.1,0.0950488704116406,0.045261366862686,8916.773377987342,-4164.3298574053115,5340.557183758749,0,1
10,1.2,0.09957500709790922,0.045261366862686,8916.773377987342,-3938.0230230918805,6019.477686699041,0,1
10,1.3,0.1041011437841778,0.045261366862686,8916.773377987342,-3711.7161887784514,6698.398189639329,0,1
10,1.4,0.10862728047044641,0.045261366862686,8916.773377987342,-3485.4093544650214,7377.31869257962,0,1
10,1.5,0.11315341715671501,0.045261366862686,8916.773377987342,-3259.1025201515913,8056.239195519909,0,1
10,1.6,0.1176795538429836,0.045261366862686,8916.773377987342,-3032.7956858381613,8735.1596984602,0,1
10,1.7,0.12220569052925222,0.045261366862686,8916.773377987342,-2806.4888515247303,9414.080201400491,0,1
10,1.8,0.12673182721552081,0.045261366862686,8916.773377987342,-2580.182017211301,10093.000704340782,0,1
10,1.9,0.1312579639017894,0.045261366862686,8916.773377987342,-2353.875182897872,10771.92120728107,0,1
10,2.0,0.135784100588058,0.045261366862686,8916.773377987342,-2127.568348584441,11450.84171022136,0,1
10,2.1,0.14031023727432662,0.045261366862686,8916.773377987342,-1901.2615142710101,12129.762213161652,0,1
10,2.2,0.1448363739605952,0.045261366862686,8916.773377987342,-1674.954679957581,12808.68271610194,0,1
10,2.3,0.14936251064686382,0.045261366862686,8916.773377987342,-1448.647845644151,13487.60321904223,0,1
10,2.4,0.1538886473331324,0.045261366862686,8916.773377987342,-1222.3410113307218,14166.523721982518,0,1
10,2.5,0.158414784019401,0.045261366862686,8916.773377987342,-996.0341770172909,14845.444224922809,0,1
10,2.6,0.16294092070566962,0.045261366862686,8916.773377987342,-769.7273427038608,15524.364727863103,0,1
10,2.7,0.1674670573919382,0.045261366862686,8916.773377987342,-543.4205083904308,16203.28523080339,0,1
10,2.8,0.17199319407820682,0.045261366862686,8916.773377987342,-317.1136740769998,16882.20573374368,0,1
10,2.9,0.1765193307644754,0.045261366862686,8916.773377987342,-90.80683976357068,17561.12623668397,0,1
10,3.0,0.181045467450744,0.045261366862686,8916.773377987342,135.49999454985846,18240.04673962426,1,1
10,3.1,0.1855716041370126,0.045261366862686,8916.773377987342,361.8068288632876,18918.967242564548,1,1
10,3.2,0.1900977408232812,0.045261366862686,8916.773377987342,588.1136631767185,19597.88774550484,1,1
10,3.3,0.19462387750954982,0.045261366862686,8916.773377987342,814.4204974901495,20276.80824844513,1,1
10,3.4,0.19915001419581843,0.045261366862686,8916.773377987342,1040.7273318035805,20955.728751385424,1,1
10,3.5,0.20367615088208701,0.045261366862686,8916.773377987342,1267.0341661170096,21634.64925432571,1,1
10,3.6,0.2082022875683556,0.045261366862686,8916.773377987342,1493.3410004304387,22313.569757266,1,1
10,3.7,0.2127284242546242,0.045261366862686,8916.773377987342,1719.6478347438697,22992.49026020629,1,1
10,3.8,0.21725456094089282,0.045261366862686,8916.773377987342,1945.9546690572988,23671.41076314658,1,1
10,3.9,0.22178069762716143,0.045261366862686,8916.773377987342,2172.2615033707298,24350.331266086872,1,1
