draw,incremental_qaly,incremental_cost,nmb_50000,nmb_150000
145,0.0772348525688713,10963.655770607027,-7101.913142163462,621.5721147236691
146,0.06855723655610646,8737.508115748704,-5309.64628794338,1546.0773676672652
147,0.07256518286316194,9853.705794335583,-6225.446651177486,1031.0716351387073
148,0.04727510571844462,9566.014623646963,-7202.259337724732,-2474.7487658802693
149,0.027347899374149165,10245.418624348415,-8878.023655640956,-6143.23371822604
150,0.06653307769833816,7782.166403913508,-4455.512518996599,2197.7952508372173
151,0.052722414993290556,10822.976993717155,-8186.8562440526275,-2914.6147447235717
152,0.04502098520185527,8640.579611358207,-6389.530351265445,-1887.4318310799172
153,0.05173493551953001,9787.637401275011,-7200.890625298511,-2027.397073345509
154,0.05302969128173629,9622.454852045881,-6970.970287959067,-1668.0011597854373
155,0.042961607068953356,12042.108257627593,-9894.027904179926,-5597.86719728459
156,0.05179673768619253,8745.036020563875,-6155.1991362542485,-975.5253676349957
157,0.037583647882350135,12491.746692575023,-10612.564298457517,-6854.199510222503
158,0.029297035433828,9890.482756774147,-8425.630985082747,-5495.927441699947
159,0.057280620302641694,9113.835360539137,-6249.804345407052,-521.742315142883
160,0.04610196824427959,8905.797923372647,-6600.6995111586675,-1990.5026867307088
161,0.04893146286508099,10355.15418108753,-7908.581037833481,-3015.4347513253815
162,0.04479060595721407,11172.887483828621,-8933.357185967918,-4454.29659024651
163,0.05488969433752544,11436.96484869453,-8692.480131818258,-3203.510698065713
164,0.04198154815050259,10271.27869604951,-8172.201288524381,-3974.0464734741217
165,0.025577624296737156,9489.688447654158,-8210.8072328173,-5653.044803143584
166,0.024015964506915566,9625.535845145538,-8424.73761979976,-6023.141169108203
167,0.020008334105398262,9544.696870574975,-8544.280165305063,-6543.446754765236
168,0.02922814516760397,11287.13973544346,-9825.73247706326,-6902.917960302864
169,0.051974891227136055,9290.187212077639,-6691.442650720835,-1493.9535280072305
170,0.04320674193814611,11096.378290072442,-8936.041193165136,-4615.3669993505255
171,0.03298976302777845,9310.442652526535,-7660.954501137612,-4361.978198359768
172,0.05452564511192293,9599.842033731298,-6873.559778135152,-1420.9952669428594
173,0.020643664101189785,9917.35910195389,-8885.175896894401,-6820.809486775423
174,0.04124176949593661,11002.143930131579,-8940.055455334748,-4815.878505741087
175,0.05387079917362669,8824.620975030073,-6131.081016348739,-744.0010989860693
176,0.05188603102999423,9909.567434117022,-7315.26588261731,-2126.6627796178873
177,0.020866070569120154,9889.652720301026,-8846.349191845018,-6759.742134933003
178,0.03010779197245128,9186.832199593187,-7681.442600970623,-4670.663403725495
179,0.029211405002989466,10220.313913913778,-8759.743663764304,-5838.603163465358
180,0.05874272005193859,6856.963885459561,-3919.8278828626317,1954.4441223312278
181,0.05153955354679951,9261.12833573729,-6684.150658397315,-1530.1953037173635
182,0.06383240565914505,9129.946928828407,-5938.326645871155,444.913920043351
183,0.0640140333608592,10545.246633718016,-7344.544965675055,-943.1416295891358
184,0.04026238611757549,9668.34961202249,-7655.230306143716,-3628.9916943861663
185,0.021976202910316545,9294.716608151659,-8195.906462635832,-5998.286171604177
186,0.04826387708190083,10718.17775178171,-8304.983897686669,-3478.596189496586
